student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status
STU0180,Karim Amrani,18.0,M,2ème Bac,SCH031,13.1,12.9,11.3,16.0,10.2,78.7,3.5,Non,Supérieur,Oui,2023-09-08,12.7,Admis
STU0103,Adil Tahiri,14.0,M,3ème Collège,SCH038,17.7,14.7,13.4,16.5,12.7,86.7,5.2,Oui,Aucun,Non,2023-09-08,15.0,Admis
STU0063,Meryem Belkadi,17.0,F,2ème Bac,SCH011,17.2,11.3,11.1,16.9,11.4,74.7,3.6,Non,Aucun,Oui,2023-09-05,13.58,Admis
STU0205,Mouad Benhaddou,14.0,M,3ème Collège,SCH106,11.6,13.1,17.1,18.0,10.8,72.6,4.0,Non,Primaire,Oui,2023-09-18,14.12,Admis
STU0588,Chaimae Berrada,17.0,F,1ère Bac,SCH082,7.9,7.8,10.9,10.2,10.8,74.8,2.2,Oui,Aucun,Oui,2023-09-14,9.52,Ajourné
STU0185,Ilyas El Ouali,18.0,M,2ème Bac,SCH059,10.6,17.8,12.8,11.9,17.7,94.2,4.4,Oui,Aucun,Non,2023-09-05,14.16,Admis
STU0468,Soukaina Chraibi,15.0,F,3ème Collège,SCH067,10.8,12.1,11.2,10.3,14.8,72.7,3.2,Non,Primaire,Oui,2023-09-15,11.84,Admis
STU0701,Lina Kettani,16.0,F,Tronc Commun,SCH098,12.4,17.0,4.0,19.0,17.0,90.0,4.2,Oui,Aucun,Non,2023-09-06,13.88,Admis
STU0760,Soukaina Zouiten,14.0,F,3ème Collège,SCH107,10.1,15.3,10.2,13.3,15.8,91.8,4.0,Non,Primaire,Non,2023-09-05,12.94,Admis
STU0092,Rachid Benhaddou,14.0,M,3ème Collège,SCH075,10.8,12.6,15.2,11.0,12.5,73.1,5.1,Non,Aucun,Non,2023-09-03,12.42,Admis
STU0977,Soukaina Bouazza,17.0,F,2ème Bac,SCH104,15.5,16.2,15.1,10.2,13.1,90.5,3.4,Non,Secondaire,Oui,2023-09-20,14.02,Admis
STU0732,Karim Zouiten,14.0,M,3ème Collège,SCH038,7.1,9.9,8.2,8.6,9.0,72.9,2.9,Oui,Secondaire,Oui,2023-09-17,8.56,Ajourné
STU0561,Hamza El Idrissi,17.0,M,1ère Bac,SCH135,10.6,11.0,12.7,12.9,11.9,81.8,3.9,Oui,Supérieur,Non,2023-09-08,11.82,Admis
STU0795,Soukaina Berrada,17.0,F,2ème Bac,SCH035,12.6,17.8,10.6,16.3,10.8,76.2,3.5,Non,Primaire,Oui,2023-09-21,13.62,Admis
STU0756,Hajar El Idrissi,17.0,F,1ère Bac,SCH004,7.4,9.5,8.2,10.1,8.4,71.1,3.6,Oui,Secondaire,Non,2023-09-16,8.72,Ajourné
STU0412,Chaimae Benhaddou,17.0,F,2ème Bac,SCH082,16.8,13.6,13.3,14.5,11.4,84.3,4.8,Non,Aucun,Non,2023-09-13,13.92,Admis
STU0347,Tariq Bouazza,16.0,M,Tronc Commun,SCH046,10.2,11.9,12.5,12.5,16.4,68.9,3.5,Non,Secondaire,Oui,2023-09-19,12.7,Admis
STU0606,Khalid Amrani,16.0,M,1ère Bac,SCH037,16.5,10.6,15.4,15.2,15.4,71.1,3.1,Oui,Primaire,Oui,2023-09-03,14.62,Admis
STU0843,Hajar Amrani,15.0,F,Tronc Commun,SCH089,10.2,7.8,7.9,8.1,10.6,63.1,2.7,Non,Supérieur,Oui,2023-05-09,8.92,Ajourné
STU0030,Sara Cherif,16.0,F,Tronc Commun,SCH081,12.3,11.4,14.8,11.9,14.4,71.5,3.9,Non,Primaire,Non,2023-09-21,12.96,Admis
STU0055,Mouad Zouiten,17.0,M,2ème Bac,SCH044,7.7,8.4,7.0,11.0,9.3,67.0,1.6,Non,Primaire,Oui,2023-09-01,8.68,Ajourné
STU0517,Adil Benhaddou,18.0,M,2ème Bac,SCH129,10.9,14.2,12.9,10.1,13.8,90.6,2.9,Oui,Aucun,Oui,2023-09-02,12.38,Admis
STU0040,Loubna Kettani,17.0,F,1ère Bac,SCH127,9.6,10.1,9.9,7.1,10.0,77.2,3.3,Non,Aucun,Oui,2023-04-09,9.34,Ajourné
STU0158,Omar Lahlou,16.0,M,Tronc Commun,SCH065,15.6,12.7,11.7,16.1,17.4,72.0,3.1,Oui,Aucun,Non,2023-09-05,14.7,Admis
STU0820,Othmane El Ouali,17.0,M,1ère Bac,SCH050,15.0,16.6,17.9,15.0,10.6,88.5,5.0,Oui,Aucun,Oui,2023-09-20,15.02,Admis
STU0147,Adil Bouazza,14.0,M,3ème Collège,SCH113,17.0,13.4,13.6,16.1,12.2,74.8,4.4,Oui,Primaire,Oui,2023-09-14,14.46,Admis
STU0222,Ilyas Alaoui,15.0,M,Tronc Commun,SCH007,15.9,12.0,15.5,10.3,12.8,74.5,4.5,Non,Aucun,Non,2023-09-01,13.3,Admis
STU0759,Youssef Kettani,18.0,M,2ème Bac,SCH029,16.4,14.9,11.1,16.7,16.3,78.1,4.5,Non,Primaire,Non,2023-09-17,15.08,Admis
STU0799,Aisha Cherif,18.0,F,2ème Bac,SCH069,8.0,9.2,10.9,9.4,10.2,66.3,2.9,Oui,Primaire,Non,2023-09-05,9.54,Ajourné
STU0773,Houda Senhaji,15.0,F,Tronc Commun,SCH010,12.3,15.7,13.9,15.0,17.9,73.5,4.1,Oui,Supérieur,Oui,2023-09-20,14.96,Admis
STU0742,Khalid El Fassi,17.0,M,2ème Bac,SCH021,11.4,11.3,10.2,14.5,11.9,68.0,3.5,Oui,Aucun,Non,2023-09-13,11.86,Admis
STU0395,Omar El Ouali,15.0,M,3ème Collège,SCH096,16.0,11.3,14.0,15.0,17.0,91.9,5.0,Non,Primaire,Oui,2023-09-08,14.66,Admis
STU0053,Zineb Berrada,15.0,F,2ème Bac,SCH058,16.5,10.3,17.7,16.9,16.6,66.5,5.1,Oui,Secondaire,Oui,2023-09-07,15.6,Admis
STU0642,Tariq El Idrissi,17.0,M,1ère Bac,SCH076,17.9,15.9,13.1,14.7,11.8,77.0,4.9,Non,Aucun,Non,2023-09-21,14.68,Admis
STU0585,Hamza Kettani,17.0,M,2ème Bac,SCH041,13.3,15.3,10.3,14.6,13.2,75.5,3.4,Oui,Supérieur,Non,2023-09-07,13.34,Admis
STU0360,Sara Benjelloun,17.0,F,2ème Bac,SCH095,13.0,13.8,10.2,17.9,13.3,66.3,3.8,Oui,Primaire,Oui,2023-09-07,13.64,Admis
STU0524,Amine Senhaji,15.0,M,Tronc Commun,SCH057,4.0,13.0,18.0,13.0,12.0,74.4,3.2,Oui,Aucun,Non,2023-09-03,12.0,Admis
STU0403,Omar El Idrissi,15.0,M,Tronc Commun,SCH016,16.2,16.8,13.1,16.1,17.8,74.4,4.9,Non,Secondaire,Non,2023-09-07,16.0,Admis
STU0422,Bilal Mansouri,17.0,M,2ème Bac,SCH043,12.7,16.4,11.3,13.5,11.4,98.5,5.1,Oui,Secondaire,Oui,2023-09-01,13.06,Admis
STU0449,Lina Senhaji,17.0,F,1ère Bac,SCH067,7.4,7.0,7.9,9.6,8.4,69.4,1.9,Oui,Supérieur,Non,2023-09-18,8.06,Ajourné
STU0285,Othmane El Idrissi,18.0,M,2ème Bac,SCH080,17.4,14.7,10.2,15.7,16.4,78.4,3.8,Oui,Secondaire,Oui,2023-04-09,14.88,Admis
STU0228,Bilal Tahiri,18.0,M,2ème Bac,SCH101,16.9,16.9,16.0,13.1,12.7,75.4,5.2,Oui,Secondaire,Oui,2023-09-18,15.12,Admis
STU0354,Samira Bouazza,15.0,F,Tronc Commun,SCH073,8.0,10.0,9.7,9.8,8.7,74.9,3.7,Oui,Primaire,Oui,2023-09-04,9.24,Ajourné
STU0010,Hassan Kettani,18.0,M,2ème Bac,SCH062,9.9,7.1,10.0,7.5,10.4,71.5,1.5,Oui,Aucun,Oui,2023-09-11,8.98,Ajourné
STU0702,Fatima Senhaji,15.0,F,Tronc Commun,SCH095,13.4,11.6,13.7,11.8,15.8,74.2,5.7,Oui,Secondaire,Non,2023-09-17,13.26,Admis
STU0031,Zineb Senhaji,17.0,F,2ème Bac,SCH116,16.0,10.9,12.3,14.8,13.4,70.3,4.5,Non,Supérieur,Non,2023-09-02,13.48,Admis
STU0816,Omar Benjelloun,17.0,M,1ère Bac,SCH035,18.0,9.0,9.0,10.0,14.0,73.0,4.5,Oui,Secondaire,Oui,2023-09-16,12.0,Admis
STU0335,Hamza Kettani,17.0,M,2ème Bac,SCH108,16.0,12.2,17.2,17.4,14.6,81.1,6.1,Oui,Aucun,Oui,2023-09-05,15.48,Admis
STU0809,Lina Tahiri,14.0,F,3ème Collège,SCH015,10.8,10.5,10.9,17.4,16.7,72.5,4.9,Oui,Secondaire,Oui,2023-09-01,13.26,Admis
STU0994,Hassan El Fassi,18.0,M,2ème Bac,SCH089,17.2,14.2,17.6,12.7,16.4,76.2,4.9,Non,Primaire,Non,2023-09-13,15.62,Admis
STU0518,Hassan Bouazza,14.0,M,3ème Collège,SCH083,14.0,17.5,12.5,14.2,16.9,68.3,5.7,Non,Supérieur,Non,2023-09-03,15.02,Admis
STU0198,Sara Senhaji,14.0,F,3ème Collège,SCH136,10.4,10.0,10.4,10.8,8.5,70.4,3.1,Oui,Aucun,Oui,2023-09-11,10.02,Admis
STU0817,Samira Tazi,16.0,F,Tronc Commun,SCH135,16.6,10.3,17.1,11.7,10.5,82.2,5.0,Non,Supérieur,Oui,2023-09-06,13.24,Admis
STU0393,Hamza Berrada,18.0,M,2ème Bac,SCH134,10.3,7.8,8.7,7.7,10.2,69.8,3.4,Non,Primaire,Non,2023-09-20,8.94,Ajourné
STU0652,Rachid Tahiri,16.0,M,1ère Bac,SCH020,8.6,10.8,8.2,9.5,10.8,64.2,1.9,Oui,Aucun,Oui,2023-09-10,9.58,Ajourné
STU0815,Khalid Bouazza,16.0,M,Tronc Commun,SCH104,12.6,11.0,14.8,18.0,15.5,86.7,5.1,Non,Supérieur,Non,2023-09-16,14.38,Admis
STU0551,Fatima Cherif,15.0,F,Tronc Commun,SCH127,17.2,13.6,16.6,17.8,11.1,85.2,4.9,Non,Aucun,Non,2023-09-20,15.26,Admis
STU0511,Loubna Benjelloun,17.0,F,1ère Bac,SCH005,13.1,17.5,17.9,15.2,13.3,73.4,5.0,Non,Secondaire,Oui,2023-09-21,15.4,Admis
STU0123,Hassan Lahlou,16.0,M,Tronc Commun,SCH024,10.1,12.5,12.3,16.4,14.4,76.1,4.1,Non,Primaire,Non,2023-11-09,13.14,Admis
STU0379,Nour Mansouri,16.0,F,1ère Bac,SCH097,17.2,14.1,17.7,15.7,13.2,77.0,6.2,Oui,Aucun,Non,2023-09-13,15.58,Admis
STU0039,Youssef Belkadi,17.0,M,2ème Bac,SCH130,10.7,10.3,13.1,14.7,14.2,75.5,2.8,Non,Secondaire,Oui,2023-09-02,12.6,Admis
STU0583,Hassan Bouazza,15.0,M,3ème Collège,SCH083,12.6,11.2,13.1,10.4,18.0,77.6,2.6,Oui,Supérieur,Non,2023-09-03,13.06,Admis
STU0982,Nour Tazi,17.0,F,2ème Bac,SCH010,17.6,17.9,12.7,13.6,11.1,64.8,3.0,Non,Secondaire,Oui,2023-09-06,14.58,Admis
STU0163,Samira Mansouri,16.0,F,Tronc Commun,SCH102,17.6,17.7,14.3,15.4,15.4,72.1,6.0,Non,Aucun,Oui,2023-09-15,16.08,Admis
STU0068,Hajar Cherif,14.0,F,3ème Collège,SCH064,14.6,10.0,11.2,15.4,13.2,77.8,3.3,Non,Aucun,Oui,2023-09-04,12.88,Admis
STU0125,Omar Benjelloun,18.0,M,2ème Bac,SCH092,15.1,17.6,14.4,13.0,11.1,83.2,4.6,Non,Primaire,Non,2023-09-15,14.24,Admis
STU0005,Hajar Lahlou,18.0,F,2ème Bac,SCH077,7.8,8.3,9.9,8.2,10.0,80.55,2.4,Oui,Secondaire,Non,2023-09-10,8.84,Ajourné
STU0703,Rachid Bouazza,16.0,M,Tronc Commun,SCH048,13.6,15.1,14.3,17.5,11.3,75.1,3.8,Non,Aucun,Oui,2023-09-05,14.36,Admis
STU0717,Loubna El Idrissi,18.0,F,2ème Bac,SCH106,8.2,7.6,10.3,9.2,10.2,79.9,3.2,Non,Secondaire,Oui,2023-09-09,9.1,Ajourné
STU0786,Zineb El Idrissi,18.0,F,Tronc Commun,SCH096,12.3,16.9,16.1,11.3,17.6,83.9,4.6,Oui,Primaire,Non,2023-09-14,14.84,Admis
STU0428,Tariq Amrani,15.0,M,Tronc Commun,SCH092,12.6,13.6,16.7,14.0,17.0,89.1,4.5,Oui,Primaire,Non,2023-09-11,14.78,Admis
STU0862,Houda Benhaddou,17.0,F,2ème Bac,SCH034,15.4,14.1,13.5,15.5,17.3,93.9,5.0,Oui,Primaire,Oui,2023-09-17,15.16,Admis
STU0572,Othmane El Idrissi,17.0,M,2ème Bac,SCH038,16.0,13.9,12.4,15.6,17.9,85.0,5.4,Oui,Supérieur,Non,2023-09-18,15.16,Admis
STU0507,Hajar Mansouri,15.0,F,Tronc Commun,SCH108,16.3,15.3,12.1,15.2,11.7,68.9,3.6,Oui,Secondaire,Oui,2023-09-04,14.12,Admis
STU0941,Ghita Chraibi,15.0,F,3ème Collège,SCH019,16.3,11.1,11.6,12.2,12.8,67.6,4.6,Non,Supérieur,Oui,2023-09-02,12.8,Admis
STU0400,Houda Belkadi,18.0,F,Tronc Commun,SCH035,10.6,8.2,7.7,8.7,10.4,75.4,3.7,Oui,Primaire,Oui,2023-09-18,9.12,Ajourné
STU0935,Loubna Tazi,16.0,F,1ère Bac,SCH067,10.7,10.2,10.5,11.2,15.4,74.0,2.3,Non,Primaire,Oui,2023-09-07,11.6,Admis
STU0353,Lina Berrada,17.0,F,1ère Bac,SCH120,7.1,10.5,8.5,7.6,8.6,63.2,2.5,Non,Aucun,Oui,2023-09-17,8.46,Ajourné
STU0869,Omar Bouazza,15.0,M,3ème Collège,SCH109,7.3,11.0,10.6,7.7,7.2,62.6,2.2,Oui,Primaire,Oui,2023-09-16,8.76,Ajourné
STU0683,Sara El Fassi,18.0,F,2ème Bac,SCH052,14.0,12.5,12.7,15.1,13.9,78.4,4.8,Oui,Aucun,Oui,2023-09-21,13.64,Admis
STU0261,Omar El Ouali,18.0,M,2ème Bac,SCH109,16.0,9.0,12.0,7.0,15.0,70.9,2.6,Non,Supérieur,Oui,2023-09-17,11.8,Admis
STU0334,Bilal Lahlou,17.0,M,2ème Bac,SCH010,10.5,15.6,12.2,14.8,13.3,88.1,5.4,Oui,Primaire,Non,2023-09-12,13.28,Admis
STU0154,Bilal Tazi,17.0,M,1ère Bac,SCH041,7.8,8.5,10.2,8.7,8.6,74.5,1.1,Oui,Primaire,Non,2023-09-13,8.76,Ajourné
STU0397,Rachid Zouiten,16.0,M,1ère Bac,SCH022,7.1,8.8,10.9,10.0,9.7,74.1,2.4,Oui,Secondaire,Oui,2023-09-21,9.3,Ajourné
STU0502,Mehdi Amrani,17.0,M,1ère Bac,SCH016,7.7,9.9,10.0,10.6,8.8,67.6,3.0,Oui,Primaire,Oui,2023-09-03,9.4,Ajourné
STU0374,Tariq Alaoui,16.0,M,Tronc Commun,SCH060,9.3,10.5,8.6,7.3,10.0,73.1,2.0,Oui,Secondaire,Non,2023-09-20,9.14,Ajourné
STU0313,Zineb Alaoui,16.0,F,Tronc Commun,SCH093,14.4,11.6,17.7,11.4,12.9,83.4,3.5,Non,Secondaire,Oui,2023-09-08,13.6,Admis
STU0043,Loubna Lahlou,15.0,F,3ème Collège,SCH107,13.5,15.4,14.5,15.6,14.8,68.0,4.8,Oui,Primaire,Oui,2023-09-02,14.76,Admis
STU0785,Adil Alaoui,17.0,M,2ème Bac,SCH069,17.1,17.8,12.8,13.6,14.6,82.6,4.9,Oui,Aucun,Oui,2023-09-21,15.18,Admis
STU0523,Karim Amrani,14.0,M,3ème Collège,SCH082,8.7,9.4,9.4,8.6,8.4,72.4,2.5,Non,Aucun,Oui,2023-09-18,8.9,Ajourné
STU0673,Lina Alaoui,15.0,F,3ème Collège,SCH101,12.8,10.8,14.6,15.3,11.3,65.8,4.7,Non,Secondaire,Oui,2023-09-19,12.96,Admis
STU0877,Chaimae Lahlou,15.0,F,Tronc Commun,SCH134,10.9,15.4,11.1,16.7,13.8,86.7,3.9,Non,Supérieur,Non,2023-09-09,13.58,Admis
STU0930,Chaimae Benhaddou,18.0,F,2ème Bac,SCH058,11.1,13.6,13.6,11.4,14.4,68.0,4.2,Non,Primaire,Oui,2023-09-04,12.82,Admis
STU0705,Soukaina Benjelloun,15.0,F,Tronc Commun,SCH012,16.1,16.9,15.0,10.2,14.6,67.4,4.2,Oui,Aucun,Oui,2023-09-06,14.56,Admis
STU0630,Aisha El Idrissi,15.0,F,Tronc Commun,SCH106,10.6,8.6,9.6,7.4,9.5,76.3,1.9,Non,Supérieur,Non,2023-09-19,9.14,Ajourné
STU0615,Sara Amrani,16.0,F,1ère Bac,SCH115,14.9,11.4,13.9,16.2,11.7,93.6,4.0,Non,Primaire,Oui,2023-09-12,13.62,Admis
STU0782,Ilyas Amrani,18.0,M,2ème Bac,SCH061,10.8,15.5,13.2,14.9,15.9,85.2,4.0,Oui,Aucun,Oui,2023-09-07,14.06,Admis
STU0660,Mouad Mansouri,16.0,M,Tronc Commun,SCH041,10.7,16.7,18.0,15.6,10.2,74.5,4.1,Oui,Primaire,Oui,2023-09-09,14.24,Admis
STU0609,Nour Benhaddou,15.0,F,3ème Collège,SCH061,15.6,17.6,17.0,16.7,12.8,63.3,6.0,Oui,Primaire,Oui,2023-09-09,15.94,Admis
STU0446,Fatima El Idrissi,15.0,F,3ème Collège,SCH132,10.6,15.5,15.0,16.4,16.2,77.8,4.4,Non,Supérieur,Oui,2023-09-06,14.74,Admis
STU0273,Houda Lahlou,17.0,F,2ème Bac,SCH101,16.6,14.0,14.6,17.7,14.5,72.4,4.4,Oui,Aucun,Oui,2023-09-07,15.48,Admis
STU0909,Nour Benhaddou,17.0,F,1ère Bac,SCH010,15.6,14.9,15.0,14.3,12.1,81.2,4.5,Non,Primaire,Oui,2023-09-19,14.38,Admis
STU0520,Hassan Senhaji,15.0,M,3ème Collège,SCH070,10.7,17.0,11.6,13.9,15.6,74.7,4.4,Non,Supérieur,Non,2023-02-09,13.76,Admis
STU0378,Hamza Zouiten,17.0,M,2ème Bac,SCH001,10.7,14.6,13.2,13.2,14.5,75.3,3.1,Oui,Secondaire,Non,2023-09-18,13.24,Admis
STU0499,Nour El Ouali,18.0,F,2ème Bac,SCH128,17.9,10.2,10.3,11.2,16.4,74.35,3.8,Oui,Secondaire,Oui,2023-09-18,13.2,Admis
STU0910,Hassan Berrada,16.0,M,Tronc Commun,SCH049,10.3,8.7,7.3,7.1,7.7,58.6,2.0,Non,Aucun,Oui,2023-09-12,8.22,Ajourné
STU0849,Youssef Kettani,17.0,M,2ème Bac,SCH099,13.0,17.4,13.8,14.6,15.9,72.8,4.6,Non,Secondaire,Oui,2023-09-20,14.94,Admis
STU0648,Houda Benali,16.0,F,Tronc Commun,SCH088,8.4,9.8,9.2,9.6,10.0,64.4,3.2,Oui,Supérieur,Oui,2023-09-16,9.4,Ajourné
STU0098,Tariq Chraibi,15.0,M,Tronc Commun,SCH016,13.0,15.5,14.3,12.2,14.9,76.1,4.5,Non,Aucun,Non,2023-09-17,13.98,Admis
STU0129,Zineb El Ouali,16.0,F,Tronc Commun,SCH056,8.0,7.0,9.8,9.4,9.2,68.5,3.4,Non,Aucun,Oui,2023-09-12,8.68,Ajourné
STU0545,Khalid Kettani,16.0,M,1ère Bac,SCH082,16.5,15.4,11.8,17.4,13.9,83.1,4.7,Oui,Primaire,Oui,2023-09-03,15.0,Admis
STU0380,Hajar El Ouali,18.0,F,2ème Bac,SCH079,17.6,11.7,17.7,14.7,11.1,74.1,6.0,Oui,Secondaire,Non,2023-09-08,14.56,Admis
STU0204,Mouad Berrada,18.0,M,2ème Bac,SCH039,17.9,15.3,17.3,14.7,12.1,86.1,4.5,Non,Primaire,Oui,2023-09-08,15.46,Admis
STU0344,Lina Benjelloun,14.0,F,3ème Collège,SCH031,8.5,9.5,7.7,7.7,7.8,64.8,1.6,Non,Secondaire,Oui,2023-09-18,8.24,Ajourné
STU0339,Bilal Senhaji,15.0,M,3ème Collège,SCH107,16.0,13.2,15.8,12.8,13.4,72.8,4.9,Oui,Supérieur,Non,2023-09-18,14.24,Admis
STU0519,Tariq Senhaji,17.0,M,2ème Bac,SCH100,10.7,10.9,17.0,10.3,14.1,90.8,2.7,Non,Supérieur,Non,2023-09-03,12.6,Admis
STU0806,Bilal Alaoui,16.0,M,1ère Bac,SCH125,16.2,15.3,11.0,13.4,12.3,63.3,4.1,Oui,Supérieur,Oui,2023-09-20,13.64,Admis
STU0489,Ilyas Benali,15.0,M,3ème Collège,SCH091,14.5,18.0,16.3,10.7,10.1,73.7,3.8,Oui,Secondaire,Non,2023-09-02,13.92,Admis
STU0238,Tariq Belkadi,14.0,M,3ème Collège,SCH136,13.4,10.4,11.0,14.9,14.0,74.4,4.0,Oui,Secondaire,Non,2023-09-21,12.74,Admis
STU0550,Sara Amrani,15.0,F,3ème Collège,SCH049,17.3,17.8,16.4,17.0,12.3,86.5,5.2,Oui,Primaire,Oui,2023-09-10,16.16,Admis
STU0401,Hassan Zouiten,16.0,M,Tronc Commun,SCH101,10.9,13.3,12.2,17.1,15.9,71.2,5.4,Non,Aucun,Oui,2023-09-20,13.88,Admis
STU0571,Nour Berrada,18.0,F,2ème Bac,SCH006,13.9,17.0,17.0,15.3,10.2,67.3,4.5,Non,Supérieur,Non,2023-09-01,14.68,Admis
STU0233,Chaimae Mansouri,18.0,F,2ème Bac,SCH099,10.1,16.3,17.6,11.7,14.7,69.5,5.5,Non,Primaire,Oui,2023-09-21,14.08,Admis
STU0443,Adil Alaoui,16.0,M,Tronc Commun,SCH064,13.7,14.5,11.2,16.9,17.5,83.2,4.4,Non,Secondaire,Non,2023-09-17,14.76,Admis
STU0099,Omar Tazi,16.0,M,Tronc Commun,SCH071,10.5,15.9,13.7,17.1,11.4,78.85,5.0,Oui,Supérieur,Non,2023-09-03,13.72,Admis
STU0907,Khalid El Fassi,18.0,M,2ème Bac,SCH104,11.0,17.0,17.8,11.6,13.8,82.3,4.6,Oui,Aucun,Oui,2023-09-18,14.24,Admis
STU0622,Mouad Senhaji,14.0,M,3ème Collège,SCH066,10.9,13.2,13.9,15.9,10.7,65.8,5.3,Oui,Supérieur,Oui,2023-09-03,12.92,Admis
STU0512,Samira El Idrissi,15.0,F,Tronc Commun,SCH098,15.2,12.6,16.9,12.3,15.0,82.9,3.3,Non,Primaire,Non,2023-09-03,14.4,Admis
STU0632,Othmane El Ouali,16.0,M,1ère Bac,SCH097,16.0,15.3,14.7,16.4,14.4,73.4,3.9,Non,Secondaire,Oui,2023-09-19,15.36,Admis
STU0218,Amine Alaoui,16.0,M,1ère Bac,SCH071,14.7,16.5,13.0,18.0,13.3,72.7,6.2,Oui,Supérieur,Non,2023-09-11,15.1,Admis
STU0361,Youssef Chraibi,17.0,M,1ère Bac,SCH052,9.0,10.0,14.0,13.0,9.0,67.6,2.7,Oui,Aucun,Oui,2023-09-09,11.0,Admis
STU0559,Mouad Berrada,15.0,M,3ème Collège,SCH057,17.7,16.1,12.3,10.2,14.2,69.7,3.9,Oui,Supérieur,Non,2023-09-06,14.1,Admis
STU0765,Rachid Amrani,15.0,M,Tronc Commun,SCH026,13.0,16.4,11.6,17.2,17.2,81.2,4.1,Oui,Supérieur,Non,2023-09-17,15.08,Admis
STU0993,Nour Chraibi,15.0,F,3ème Collège,SCH058,12.0,14.0,14.0,13.0,12.0,73.25,4.9,Non,Primaire,Oui,2023-09-13,13.0,Admis
STU0019,Rachid Senhaji,15.0,M,Tronc Commun,SCH036,12.3,13.5,16.1,15.0,11.6,79.1,4.3,Oui,Supérieur,Non,2023-09-01,13.7,Admis
STU0169,Khalid Tahiri,17.0,M,Tronc Commun,SCH001,8.1,10.2,9.3,7.1,10.0,69.4,2.3,Non,Secondaire,Non,2023-09-01,8.94,Ajourné
STU0293,Samira Lahlou,15.0,F,Tronc Commun,SCH089,16.9,16.5,13.1,17.8,10.2,78.8,5.5,Oui,Aucun,Oui,2023-09-17,14.9,Admis
STU0398,Mehdi Bouazza,18.0,M,2ème Bac,SCH025,8.6,9.4,7.2,10.9,7.9,72.7,2.8,Non,Secondaire,Non,2023-09-12,8.8,Ajourné
STU0541,Houda Benjelloun,15.0,F,3ème Collège,SCH091,11.8,11.0,14.1,13.7,16.9,84.3,3.2,Non,Aucun,Non,2023-09-20,13.5,Admis
STU0329,Ghita Alaoui,15.0,F,Tronc Commun,SCH121,9.2,8.9,8.1,7.5,10.9,72.9,4.3,Non,Supérieur,Non,2023-09-07,8.92,Ajourné
STU0802,Imane El Ouali,15.0,F,3ème Collège,SCH049,8.7,9.6,9.4,7.9,9.9,55.0,2.4,Non,Secondaire,Oui,2023-09-09,9.1,Ajourné
STU0829,Nour Lahlou,15.0,F,3ème Collège,SCH071,17.7,14.4,13.9,16.8,14.6,76.3,4.9,Non,Aucun,Oui,2023-09-15,15.48,Admis
STU0094,Lina Cherif,16.0,F,Tronc Commun,SCH132,10.1,10.0,14.6,10.5,17.1,83.2,5.1,Non,Aucun,Oui,2023-09-19,12.46,Admis
STU0214,Khalid El Ouali,17.0,M,1ère Bac,SCH110,17.8,12.6,16.9,12.7,14.8,74.0,4.3,Non,Aucun,Oui,2023-09-15,14.96,Admis
STU0338,Meryem El Ouali,15.0,F,Tronc Commun,SCH064,10.3,12.9,17.8,10.5,16.5,76.65,5.6,Non,Aucun,Non,2023-09-17,13.6,Admis
STU0426,Sara Alaoui,17.0,F,2ème Bac,SCH105,8.2,7.3,8.2,10.5,10.8,70.2,2.2,Oui,Primaire,Oui,2023-09-02,9.0,Ajourné
STU0832,Mouad Benhaddou,16.0,M,Tronc Commun,SCH130,17.1,13.2,13.3,17.8,13.4,75.3,5.3,Oui,Secondaire,Oui,2023-09-03,14.96,Admis
STU0619,Zineb Tazi,17.0,F,1ère Bac,SCH064,14.2,15.6,16.6,16.5,16.0,77.3,4.6,Oui,Supérieur,Non,2023-09-04,15.78,Admis
STU0116,Imane Mansouri,15.0,F,3ème Collège,SCH132,10.8,9.3,9.9,10.7,8.7,67.4,1.8,Non,Secondaire,Non,2023-09-04,9.88,Ajourné
STU0159,Aisha Senhaji,18.0,F,2ème Bac,SCH022,17.9,13.1,16.1,16.8,17.3,90.2,5.5,Non,Aucun,Non,2023-09-16,16.24,Admis
STU0037,Mouad Belkadi,14.0,M,3ème Collège,SCH050,10.6,13.6,14.6,17.5,14.6,78.2,4.9,Oui,Secondaire,Oui,2023-09-02,14.18,Admis
STU0113,Sara Cherif,16.0,F,1ère Bac,SCH020,10.1,9.2,10.0,8.7,8.9,73.1,1.6,Non,Aucun,Oui,2023-09-12,9.38,Ajourné
STU0106,Sara Lahlou,15.0,F,Tronc Commun,SCH101,17.8,13.0,11.6,13.1,12.2,87.4,5.2,Non,Supérieur,Non,2023-09-09,13.54,Admis
STU0363,Zineb Alaoui,14.0,F,3ème Collège,SCH078,14.2,11.8,10.9,10.6,11.6,92.9,4.0,Non,Secondaire,Non,2023-09-10,11.82,Admis
STU0366,Othmane Tahiri,15.0,M,3ème Collège,SCH095,15.0,10.6,16.8,11.7,12.0,78.1,3.8,Oui,Secondaire,Non,2023-09-02,13.22,Admis
STU0442,Omar Benhaddou,17.0,M,1ère Bac,SCH024,15.6,14.8,13.5,11.8,12.5,77.2,3.8,Oui,Secondaire,Oui,2023-09-06,13.64,Admis
