student_id,full_name,age,gender,grade_level,school_id,math_score,science_score,french_score,arabic_score,philosophy_score,attendance_pct,study_hours_per_day,internet_access,parent_education,scholarship,enrollment_date,average_score,status,school_name,school_type,milieu,province,region,capacity,num_teachers,infrastructure_score,digital_equipment,year_founded,taux_reussite_national_pct,taux_pauvrete_pct,taux_alphabetisation_pct,couverture_internet_pct,depense_par_eleve_mad,taux_abandon_scolaire_pct,ratio_eleves_par_enseignant,nb_etablissements,risk_score,risk_level
STU0885,Nour Benhaddou,17.0,F,2ème Bac,SCH028,16.0,14.3,10.4,16.7,15.1,72.5,4.4,Oui,Primaire,Oui,2023-09-09,14.5,Admis,Lycée Averroès,Public,Rural,Kénitra,Rabat-Salé-Kénitra,571,44,4.9,Partiel,2010,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0694,Ilyas Zouiten,18.0,M,2ème Bac,SCH121,10.3,16.7,16.1,11.3,12.2,92.3,5.2,Non,Aucun,Non,2023-09-03,13.32,Admis,Collège Averroès,Privé,Rural,Oujda,Oriental,1173,45,3.7,Non,2011,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.24,Risque faible
STU0610,Ghita El Ouali,17.0,F,1ère Bac,SCH089,12.0,14.2,13.3,10.2,12.0,76.7,3.1,Oui,Secondaire,Non,2023-09-17,12.34,Admis,Collège Atlas,Public,Urbain,Agadir,Souss-Massa,876,34,3.6,Oui,1982,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.37,Risque faible
STU0627,Adil Alaoui,18.0,M,2ème Bac,SCH113,15.7,15.0,16.6,13.6,17.5,81.3,4.8,Non,Aucun,Oui,2023-09-11,15.68,Admis,Institut Atlas,Public,Rural,Azilal,Béni Mellal-Khénifra,571,36,7.1,Non,1980,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.23,Risque faible
STU0486,Soukaina Benjelloun,14.0,F,3ème Collège,SCH098,17.2,10.7,16.8,11.9,12.4,70.6,4.5,Non,Supérieur,Non,2023-09-17,13.8,Admis,Lycée Atlas,Public,Urbain,Chtouka,Souss-Massa,988,32,6.7,Oui,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.31,Risque faible
STU0279,Hamza Bouazza,14.0,M,3ème Collège,SCH063,14.1,16.0,11.7,10.4,16.2,83.3,4.6,Oui,Secondaire,Non,2023-09-11,13.68,Admis,École Secondaire Al Biruni,Privé,Rural,El Kelaa,Marrakech-Safi,777,41,3.4,Non,1999,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.28,Risque faible
STU0631,Ilyas Senhaji,15.0,M,Tronc Commun,SCH127,14.3,11.0,15.3,15.8,13.1,76.0,4.4,Oui,Aucun,Non,2023-09-05,13.9,Admis,Lycée Ibn Khaldoun,Public,Rural,Berkane,Oriental,1072,29,8.6,Partiel,2000,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.3,Risque faible
STU0021,Ghita Cherif,14.0,F,3ème Collège,SCH109,10.9,16.6,13.8,10.9,11.1,73.1,2.8,Non,Secondaire,Oui,2023-09-08,12.66,Admis,École Secondaire Al Wifaq,Privé,Rural,Khénifra,Béni Mellal-Khénifra,493,59,4.6,Non,1989,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.38,Risque faible
STU0171,Bilal Lahlou,16.0,M,Tronc Commun,SCH123,13.6,16.3,17.0,14.9,10.1,69.7,6.4,Non,Aucun,Oui,2023-09-19,14.38,Admis,Collège Moulay Youssef,Privé,Rural,Nador,Oriental,1121,37,4.4,Oui,2014,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.25,Risque faible
STU0402,Fatima Benali,15.0,F,Tronc Commun,SCH020,14.3,15.7,11.7,12.2,14.4,65.6,4.1,Non,Supérieur,Non,2023-09-07,13.66,Admis,Institut Al Farabi,Privé,Rural,Salé,Rabat-Salé-Kénitra,553,29,3.4,Oui,2012,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.34,Risque faible
STU0958,Youssef Benjelloun,14.0,M,3ème Collège,SCH081,7.9,9.9,10.5,9.8,9.1,63.5,2.8,Non,Aucun,Oui,2023-09-02,9.44,Ajourné,Lycée Al Farabi,Privé,Rural,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,601,29,5.6,Oui,1994,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.49,Risque modéré
STU0567,Hajar Bouazza,15.0,F,Tronc Commun,SCH088,7.1,9.0,9.7,7.8,8.0,68.3,2.8,Non,Aucun,Non,2023-09-05,8.32,Ajourné,Lycée Al Wifaq,Privé,Rural,Agadir,Souss-Massa,366,40,6.2,Partiel,2015,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.51,Risque modéré
STU0177,Lina Bouazza,17.0,F,2ème Bac,SCH003,8.0,8.7,10.2,9.6,7.2,60.9,1.9,Oui,Aucun,Oui,2023-09-20,8.74,Ajourné,Collège Ibn Battuta,Public,Rural,Casablanca,Casablanca-Settat,903,32,8.3,Oui,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.54,Risque modéré
STU0328,Imane Mansouri,17.0,F,1ère Bac,SCH012,11.9,10.3,15.4,11.4,17.8,88.2,4.2,Oui,Supérieur,Oui,2023-09-21,13.36,Admis,Institut Al Kindi,Privé,Rural,Settat,Casablanca-Settat,524,23,6.3,Oui,1978,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.28,Risque faible
STU0707,Hamza Benhaddou,15.0,M,3ème Collège,SCH113,12.2,12.4,14.9,13.0,13.0,89.5,3.5,Non,Supérieur,Non,2023-09-19,13.1,Admis,Institut Atlas,Public,Rural,Azilal,Béni Mellal-Khénifra,571,36,7.1,Non,1980,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.3,Risque faible
STU0199,Sara Berrada,16.0,F,1ère Bac,SCH003,13.0,12.1,12.4,16.4,12.9,75.3,4.5,Oui,Secondaire,Oui,2023-09-08,13.36,Admis,Collège Ibn Battuta,Public,Rural,Casablanca,Casablanca-Settat,903,32,8.3,Oui,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.31,Risque faible
STU0471,Adil Benhaddou,17.0,M,1ère Bac,SCH017,10.2,12.9,11.1,13.1,12.8,73.4,3.4,Non,Primaire,Non,2023-09-20,12.02,Admis,Lycée Al Farabi,Privé,Rural,Rabat,Rabat-Salé-Kénitra,671,34,4.6,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.38,Risque faible
STU0851,Meryem Amrani,15.0,F,Tronc Commun,SCH042,12.6,10.7,15.2,16.0,14.2,71.25,4.5,Oui,Aucun,Oui,2023-09-18,13.74,Admis,Lycée Al Kindi,Public,Urbain,Meknès,Fès-Meknès,1098,50,8.7,Non,2014,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.31,Risque faible
STU0873,Aisha Benali,15.0,F,Tronc Commun,SCH065,11.7,17.5,15.9,11.0,13.5,76.5,3.5,Oui,Supérieur,Oui,2023-09-19,13.92,Admis,Collège Mohammed V,Public,Rural,El Kelaa,Marrakech-Safi,746,46,3.2,Non,2000,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.32,Risque faible
STU0695,Hassan Zouiten,17.0,M,2ème Bac,SCH126,12.6,14.4,12.5,16.2,17.0,73.5,3.9,Non,Primaire,Oui,2023-09-13,14.54,Admis,École Secondaire Al Wifaq,Public,Rural,Nador,Oriental,468,31,8.9,Non,1993,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.3,Risque faible
STU0267,Zineb Kettani,16.0,F,1ère Bac,SCH080,3.1,6.3,3.3,3.3,2.5,85.5,0.5,Oui,Supérieur,Non,2023-09-05,3.7,Recalé,Lycée Hassan II,Public,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,1037,41,6.2,Oui,2005,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.64,Risque élevé
STU0616,Mehdi Benjelloun,16.0,M,Tronc Commun,SCH003,9.4,9.9,8.0,8.0,9.9,68.9,2.0,Oui,Aucun,Oui,2023-09-05,9.04,Ajourné,Collège Ibn Battuta,Public,Rural,Casablanca,Casablanca-Settat,903,32,8.3,Oui,1985,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.51,Risque modéré
STU0733,Houda Senhaji,14.0,F,3ème Collège,SCH031,11.0,12.4,15.2,11.9,14.0,93.1,1.9,Oui,Supérieur,Non,2023-09-21,12.9,Admis,Lycée Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1182,30,5.6,Partiel,1990,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.34,Risque faible
STU0493,Lina Benali,14.0,F,3ème Collège,SCH072,17.1,13.2,13.2,15.4,14.1,79.4,4.3,Non,Aucun,Non,2023-09-11,14.6,Admis,Collège Moulay Youssef,Privé,Rural,Tanger,Tanger-Tétouan-Al Hoceïma,921,60,3.7,Oui,1994,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.27,Risque faible
STU0131,Tariq Alaoui,16.0,M,1ère Bac,SCH055,14.7,13.6,15.7,14.5,11.1,77.2,3.9,Non,Primaire,Non,2023-09-06,13.92,Admis,Collège Al Massira,Privé,Urbain,Taza,Fès-Meknès,617,29,8.2,Oui,1976,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.31,Risque faible
STU0866,Tariq Chraibi,17.0,M,1ère Bac,SCH065,15.4,14.8,11.6,17.4,17.9,82.7,5.0,Non,Aucun,Non,2023-09-17,15.42,Admis,Collège Mohammed V,Public,Rural,El Kelaa,Marrakech-Safi,746,46,3.2,Non,2000,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.22,Risque faible
STU0882,Houda Senhaji,16.0,F,1ère Bac,SCH096,7.2,10.1,9.5,10.5,7.5,55.0,3.5,Non,Secondaire,Non,2023-09-20,8.96,Ajourné,Institut Oued Ziz,Privé,Urbain,Taroudant,Souss-Massa,611,59,5.6,Non,2007,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.51,Risque modéré
STU0490,Zineb Lahlou,15.0,F,Tronc Commun,SCH055,14.0,17.4,12.3,10.5,10.6,87.9,6.1,Oui,Aucun,Oui,2023-09-10,12.96,Admis,Collège Al Massira,Privé,Urbain,Taza,Fès-Meknès,617,29,8.2,Oui,1976,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.24,Risque faible
STU0573,Youssef Berrada,17.0,M,2ème Bac,SCH037,10.7,14.0,12.9,10.2,15.3,73.2,4.8,Non,Primaire,Oui,2023-09-18,12.62,Admis,Collège Mohammed V,Public,Urbain,Fès,Fès-Meknès,588,53,4.4,Non,1988,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.33,Risque faible
STU0607,Fatima Cherif,17.0,F,1ère Bac,SCH085,14.3,17.9,10.5,16.6,14.8,73.05,4.3,Oui,Aucun,Oui,2023-09-17,14.82,Admis,Collège Mohammed V,Privé,Urbain,Larache,Tanger-Tétouan-Al Hoceïma,532,38,4.2,Oui,2009,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.29,Risque faible
STU0194,Fatima Tazi,18.0,F,2ème Bac,SCH098,8.0,18.0,5.0,13.0,8.0,80.7,2.6,Oui,Aucun,Non,2023-09-16,10.4,Admis,Lycée Atlas,Public,Urbain,Chtouka,Souss-Massa,988,32,6.7,Oui,2005,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.42,Risque modéré
STU0141,Hassan Belkadi,17.0,M,1ère Bac,SCH012,14.7,16.8,10.9,14.2,13.3,83.2,5.1,Non,Supérieur,Non,2023-09-06,13.98,Admis,Institut Al Kindi,Privé,Rural,Settat,Casablanca-Settat,524,23,6.3,Oui,1978,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.26,Risque faible
STU0417,Tariq El Fassi,17.0,M,1ère Bac,SCH052,9.0,7.6,9.3,10.6,8.2,66.9,1.1,Non,Aucun,Non,2023-09-09,8.94,Ajourné,Institut Al Massira,Public,Rural,Taza,Fès-Meknès,1066,26,7.0,Non,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.54,Risque modéré
STU0661,Mouad Tazi,16.0,M,Tronc Commun,SCH014,16.0,11.7,14.1,16.2,13.4,92.2,4.2,Non,Primaire,Oui,2023-09-05,14.28,Admis,Lycée Al Massira,Privé,Urbain,Berrechid,Casablanca-Settat,849,32,8.0,Non,1982,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.25,Risque faible
STU0477,Mehdi Belkadi,16.0,M,1ère Bac,SCH032,13.5,17.4,12.1,11.9,16.3,81.2,4.3,Oui,Supérieur,Non,2023-09-04,14.24,Admis,Institut Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,897,51,6.4,Non,1988,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.28,Risque faible
STU0715,Lina Mansouri,16.0,F,1ère Bac,SCH022,11.0,10.9,16.7,12.8,11.6,84.1,4.3,Oui,Aucun,Oui,2023-09-17,12.6,Admis,Collège Mohammed V,Privé,Urbain,Salé,Rabat-Salé-Kénitra,985,46,4.4,Oui,2011,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.31,Risque faible
STU0153,Zineb Berrada,16.0,F,1ère Bac,SCH078,12.3,16.5,10.1,10.2,16.6,67.1,4.5,Oui,Aucun,Oui,2023-09-20,13.14,Admis,Institut Moulay Youssef,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,924,57,5.5,Oui,2006,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.34,Risque faible
STU0850,Chaimae Alaoui,17.0,F,1ère Bac,SCH013,9.4,9.4,10.3,8.2,9.1,63.4,2.0,Oui,Primaire,Oui,2023-09-02,9.28,Ajourné,Institut Moulay Youssef,Public,Urbain,Berrechid,Casablanca-Settat,365,39,5.5,Non,2008,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.52,Risque modéré
STU0931,Omar Alaoui,16.0,M,1ère Bac,SCH079,12.9,13.0,13.0,17.7,15.2,69.6,4.2,Oui,Aucun,Oui,2023-09-08,14.36,Admis,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.31,Risque faible
STU0011,Zineb Mansouri,15.0,F,3ème Collège,SCH079,8.3,7.5,10.6,7.9,9.3,67.1,2.8,Non,Primaire,Oui,2023-09-14,8.72,Ajourné,Institut Hassan II,Privé,Urbain,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,663,31,5.2,Partiel,1992,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.5,Risque modéré
STU0270,Zineb Amrani,17.0,F,1ère Bac,SCH053,15.2,17.0,12.7,15.3,13.4,70.6,4.0,Non,Aucun,Oui,2023-09-09,14.72,Admis,École Secondaire Hassan II,Public,Rural,Taza,Fès-Meknès,740,52,6.9,Non,2004,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.31,Risque faible
STU0097,Chaimae Belkadi,15.0,F,Tronc Commun,SCH106,10.1,10.0,7.0,8.6,9.4,76.3,3.5,Non,Primaire,Oui,2023-09-03,9.02,Ajourné,Institut Ibn Battuta,Privé,Rural,Béni Mellal,Béni Mellal-Khénifra,549,44,6.6,Non,1987,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.45,Risque modéré
STU0211,Fatima Benjelloun,15.0,F,3ème Collège,SCH032,14.6,16.9,10.2,17.5,13.7,77.4,5.1,Oui,Primaire,Oui,2023-09-15,14.58,Admis,Institut Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,897,51,6.4,Non,1988,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.26,Risque faible
STU0753,Mouad Lahlou,16.0,M,Tronc Commun,SCH071,12.8,16.4,11.0,12.1,12.1,68.3,4.3,Non,Supérieur,Non,2023-09-12,12.88,Admis,Collège Ibn Battuta,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,985,22,6.7,Oui,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.35,Risque faible
STU0570,Chaimae Benjelloun,15.0,F,Tronc Commun,SCH016,7.3,10.8,7.2,9.7,8.5,69.6,2.0,Oui,Secondaire,Oui,2023-09-12,8.7,Ajourné,Collège Al Kindi,Privé,Urbain,Rabat,Rabat-Salé-Kénitra,1080,25,6.5,Partiel,1975,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.52,Risque modéré
STU0814,Fatima Benali,17.0,F,1ère Bac,SCH130,17.9,16.3,13.3,14.9,16.0,80.1,4.5,Oui,Supérieur,Non,2023-09-20,15.68,Admis,Institut Al Amal,Public,Urbain,Berkane,Oriental,1017,34,7.2,Oui,1983,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.24,Risque faible
STU0776,Hamza El Idrissi,17.0,M,2ème Bac,SCH104,14.8,12.4,13.9,15.4,14.1,83.8,4.1,Oui,Aucun,Non,2023-09-14,14.12,Admis,Collège Oued Ziz,Public,Urbain,Béni Mellal,Béni Mellal-Khénifra,462,34,6.6,Partiel,2001,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.28,Risque faible
STU0872,Adil Tazi,14.0,M,3ème Collège,SCH118,11.9,10.6,13.2,12.5,12.6,70.6,4.1,Non,Primaire,Oui,2023-09-19,12.16,Admis,Institut Moulay Youssef,Public,Urbain,Oujda,Oriental,999,30,6.2,Partiel,1984,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.37,Risque faible
STU0549,Fatima El Ouali,18.0,F,2ème Bac,SCH037,10.8,13.2,14.2,16.8,14.8,77.1,4.5,Oui,Primaire,Oui,2023-09-10,13.96,Admis,Collège Mohammed V,Public,Urbain,Fès,Fès-Meknès,588,53,4.4,Non,1988,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.29,Risque faible
STU0978,Hassan Senhaji,17.0,M,1ère Bac,SCH110,9.9,7.3,9.2,10.3,9.5,72.5,2.3,Oui,Aucun,Oui,2023-09-17,9.24,Ajourné,École Secondaire Oued Ziz,Privé,Urbain,Khénifra,Béni Mellal-Khénifra,784,60,8.9,Non,1999,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.49,Risque modéré
STU0533,Rachid Senhaji,16.0,M,Tronc Commun,SCH026,11.2,11.4,14.8,17.6,18.0,74.1,5.2,Non,Primaire,Oui,2023-09-14,14.6,Admis,Lycée Ibn Battuta,Privé,Urbain,Kénitra,Rabat-Salé-Kénitra,1127,50,3.6,Partiel,2009,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.26,Risque faible
STU0967,Aisha Alaoui,15.0,F,3ème Collège,SCH116,9.0,7.2,8.2,9.7,10.9,70.6,2.4,Non,Primaire,Oui,2023-09-06,9.0,Ajourné,Collège Oued Ziz,Public,Rural,Fquih Ben Salah,Béni Mellal-Khénifra,606,16,3.3,Oui,1993,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.49,Risque modéré
STU0333,Adil Chraibi,18.0,M,2ème Bac,SCH046,12.0,15.6,10.1,17.1,13.5,83.3,3.7,Oui,Supérieur,Non,2023-09-10,13.66,Admis,École Secondaire Al Wifaq,Privé,Rural,Ifrane,Fès-Meknès,371,32,5.3,Partiel,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.3,Risque faible
STU0076,Karim Mansouri,17.0,M,1ère Bac,SCH031,11.3,12.8,13.7,15.9,17.4,72.0,4.7,Oui,Secondaire,Oui,2023-09-17,14.22,Admis,Lycée Al Massira,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,1182,30,5.6,Partiel,1990,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.29,Risque faible
STU0713,Meryem Amrani,16.0,F,Tronc Commun,SCH039,9.8,8.1,8.2,10.3,9.9,68.5,1.8,Oui,Primaire,Non,2023-09-17,9.26,Ajourné,École Secondaire Atlas,Public,Urbain,Fès,Fès-Meknès,433,55,9.4,Oui,2003,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.51,Risque modéré
STU0078,Lina Lahlou,17.0,F,1ère Bac,SCH054,11.5,17.8,17.7,12.2,12.8,76.7,3.2,Oui,Secondaire,Non,2023-09-07,14.4,Admis,Collège Al Biruni,Privé,Rural,Taza,Fès-Meknès,784,25,7.3,Non,2007,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.32,Risque faible
STU0264,Soukaina Benali,17.0,F,2ème Bac,SCH040,8.7,8.0,8.4,8.6,10.7,68.4,2.5,Oui,Supérieur,Non,2023-09-17,8.88,Ajourné,Lycée Al Amal,Public,Urbain,Meknès,Fès-Meknès,1007,24,6.5,Non,2012,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.5,Risque modéré
STU0150,Tariq El Ouali,14.0,M,3ème Collège,SCH110,11.4,16.6,15.4,17.7,11.6,82.9,4.4,Oui,Supérieur,Non,2023-09-19,14.54,Admis,École Secondaire Oued Ziz,Privé,Urbain,Khénifra,Béni Mellal-Khénifra,784,60,8.9,Non,1999,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.26,Risque faible
STU0966,Zineb Benjelloun,17.0,F,1ère Bac,SCH002,17.2,11.1,12.5,10.1,13.3,77.6,3.2,Non,Supérieur,Non,2023-09-17,12.84,Admis,Lycée Al Farabi,Privé,Urbain,Casablanca,Casablanca-Settat,523,29,6.3,Oui,2010,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.35,Risque faible
STU0515,Soukaina Lahlou,17.0,F,1ère Bac,SCH125,8.0,8.0,9.5,7.6,10.0,61.5,3.3,Oui,Supérieur,Non,2023-09-15,8.62,Ajourné,Lycée Al Amal,Privé,Urbain,Nador,Oriental,602,35,7.9,Oui,1987,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.51,Risque modéré
STU0975,Loubna Amrani,16.0,F,1ère Bac,SCH112,10.6,16.9,16.2,15.7,11.8,83.1,3.9,Non,Aucun,Oui,2023-09-07,14.24,Admis,Institut Ibn Sina,Public,Rural,Azilal,Béni Mellal-Khénifra,1039,24,5.7,Partiel,1984,55.9,7.0,75.6,72.5,7163,8.7,35.7,17,0.28,Risque faible
STU0470,Karim Belkadi,19.0,M,2ème Bac,SCH006,14.2,17.4,16.2,15.6,10.0,73.8,4.3,Non,Primaire,Oui,2023-09-21,14.68,Admis,Collège Oued Ziz,Privé,Rural,Mohammedia,Casablanca-Settat,371,17,7.3,Non,1980,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.29,Risque faible
STU0565,Houda El Idrissi,18.0,F,1ère Bac,SCH052,13.3,13.9,14.2,15.0,17.3,79.1,4.9,Oui,Aucun,Non,2023-09-10,14.74,Admis,Institut Al Massira,Public,Rural,Taza,Fès-Meknès,1066,26,7.0,Non,2000,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.25,Risque faible
STU0775,Loubna Senhaji,16.0,F,Tronc Commun,SCH071,10.3,10.6,8.3,10.0,9.4,71.0,1.7,Oui,Aucun,Non,2023-09-08,9.72,Ajourné,Collège Ibn Battuta,Public,Urbain,Tanger,Tanger-Tétouan-Al Hoceïma,985,22,6.7,Oui,2004,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.5,Risque modéré
STU0462,Mouad Senhaji,15.0,M,3ème Collège,SCH057,10.2,8.0,9.9,8.4,7.8,55.8,1.3,Non,Aucun,Oui,2023-09-16,8.86,Ajourné,Collège Ibn Khaldoun,Privé,Rural,Marrakech,Marrakech-Safi,971,59,3.0,Oui,2002,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.57,Risque modéré
STU0254,Khalid Mansouri,16.0,M,Tronc Commun,SCH011,17.9,14.9,17.8,17.9,16.8,77.5,5.8,Oui,Primaire,Oui,2023-09-08,17.06,Admis,Institut Al Amal,Public,Rural,Settat,Casablanca-Settat,958,44,3.9,Oui,1990,60.5,7.5,84.7,45.1,5685,17.8,34.4,15,0.18,Risque faible
STU0988,Youssef El Fassi,16.0,M,Tronc Commun,SCH136,9.8,8.1,8.6,9.7,9.7,60.0,2.2,Non,Primaire,Oui,2023-09-06,9.18,Ajourné,Lycée Ibn Sina,Public,Rural,Taourirt,Oriental,1105,36,4.6,Oui,2011,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.53,Risque modéré
STU0772,Nour Mansouri,16.0,F,Tronc Commun,SCH122,8.1,10.0,7.3,8.1,9.5,77.5,1.6,Oui,Secondaire,Oui,2023-09-17,8.6,Ajourné,Lycée Al Wifaq,Privé,Rural,Nador,Oriental,974,40,4.8,Partiel,1978,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.51,Risque modéré
STU0846,Mouad Belkadi,17.0,M,2ème Bac,SCH024,10.9,16.1,11.0,12.5,15.9,69.5,4.6,Oui,Secondaire,Non,2023-09-17,13.28,Admis,Lycée Al Massira,Privé,Rural,Kénitra,Rabat-Salé-Kénitra,969,56,3.6,Non,1996,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.33,Risque faible
STU0370,Mouad Tazi,15.0,M,3ème Collège,SCH039,13.2,11.4,10.1,12.7,11.3,68.8,2.9,Non,Primaire,Oui,2023-09-02,11.74,Admis,École Secondaire Atlas,Public,Urbain,Fès,Fès-Meknès,433,55,9.4,Oui,2003,60.4,8.2,56.7,79.9,8809,4.7,23.5,21,0.42,Risque modéré
STU0322,Ghita Alaoui,18.0,F,2ème Bac,SCH059,17.8,14.0,16.2,10.6,11.0,85.4,4.1,Non,Primaire,Oui,2023-09-20,13.92,Admis,Institut Moulay Youssef,Privé,Rural,Safi,Marrakech-Safi,1134,47,5.8,Partiel,2003,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.28,Risque faible
STU0696,Imane Lahlou,14.0,F,3ème Collège,SCH068,9.4,8.8,10.1,7.3,9.4,94.9,1.8,Oui,Aucun,Oui,2023-09-12,9.0,Ajourné,Institut Al Kindi,Privé,Rural,Essaouira,Marrakech-Safi,516,44,5.1,Non,1992,63.7,12.7,74.6,66.2,6314,17.2,23.0,14,0.44,Risque modéré
STU0152,Nour Chraibi,16.0,F,1ère Bac,SCH034,16.9,13.2,16.5,13.5,10.5,69.9,4.7,Oui,Supérieur,Non,2023-09-06,14.12,Admis,Institut Moulay Youssef,Public,Urbain,Skhirate,Rabat-Salé-Kénitra,876,21,3.5,Oui,2007,72.8,6.6,83.6,51.2,7434,14.8,27.5,19,0.3,Risque faible
STU0303,Houda Tazi,16.0,F,Tronc Commun,SCH086,12.1,12.9,12.1,12.7,17.4,82.5,2.7,Non,Aucun,Oui,2023-09-05,13.44,Admis,Lycée Ibn Sina,Public,Rural,Larache,Tanger-Tétouan-Al Hoceïma,866,33,7.5,Oui,2015,72.4,24.8,72.2,66.5,4755,3.9,33.0,18,0.34,Risque faible
STU0191,Ilyas Belkadi,18.0,M,2ème Bac,SCH095,8.4,10.1,8.1,11.0,9.0,64.7,2.7,Oui,Supérieur,Non,2023-09-06,9.32,Ajourné,Collège Atlas,Public,Urbain,Taroudant,Souss-Massa,614,53,7.9,Partiel,1993,62.4,20.5,71.2,87.8,5102,16.5,29.4,13,0.5,Risque modéré
STU0587,Youssef Lahlou,16.0,M,1ère Bac,SCH125,11.4,10.5,10.1,16.7,13.4,77.5,4.5,Oui,Aucun,Oui,2023-09-07,12.42,Admis,Lycée Al Amal,Privé,Urbain,Nador,Oriental,602,35,7.9,Oui,1987,59.7,16.1,69.2,82.3,5437,15.8,37.0,20,0.33,Risque faible
